Frequency;Channel A
(kHz);(dBu)

41,58020020;-59,92685000
41,62788391;-57,21729000
41,67556763;-62,23836000
41,72325134;-53,27873000
41,77093506;-53,48903000
41,81861877;-60,18611000
41,86630249;-59,73642000
41,91398621;-61,16752000
41,96166992;-58,83204000
42,00935364;-55,74162000
42,05703735;-57,16495000
42,10472107;-57,58577000
42,15240479;-62,90489000
42,20008850;-51,02279000
42,24777222;-50,45127000
42,29545593;-58,37280000
42,34313965;-56,60283000
42,39082336;-57,89947000
42,43850708;-60,75153000
42,48619080;-70,99123000
42,53387451;-67,25047000
42,58155823;-60,72065000
42,62924194;-52,72861000
42,67692566;-50,23462000
42,72460938;-52,75553000
42,77229309;-61,94210000
42,81997681;-57,99322000
42,86766052;-57,34775000
42,91534424;-57,68814000
42,96302795;-57,01612000
43,01071167;-64,55856000
43,05839539;-61,02676000
43,10607910;-60,83783000
43,15376282;-56,93633000
43,20144653;-55,53555000
43,24913025;-59,41820000
43,29681396;-64,29150000
43,34449768;-57,52429000
43,39218140;-61,87244000
43,43986511;-62,28680000
43,48754883;-60,45974000
43,53523254;-55,33788000
43,58291626;-53,00923000
43,63059998;-55,43934000
43,67828369;-63,03808000
43,72596741;-55,75840000
43,77365112;-57,59145000
43,82133484;-62,92665000
43,86901855;-53,96328000
43,91670227;-52,53380000
43,96438599;-52,19400000
44,01206970;-49,44245000
44,05975342;-49,55782000
44,10743713;-54,30788000
44,15512085;-62,40347000
44,20280457;-61,55658000
44,25048828;-66,24361000
44,29817200;-56,36950000
44,34585571;-58,21317000
44,39353943;-60,12653000
44,44122314;-64,69783000
44,48890686;-58,80589000
44,53659058;-52,67343000
44,58427429;-52,81005000
44,63195801;-53,78982000
44,67964172;-57,15863000
44,72732544;-63,83309000
44,77500916;-51,82428000
44,82269287;-49,79374000
44,87037659;-50,75177000
44,91806030;-52,34181000
44,96574402;-53,78931000
45,01342773;-58,48289000
45,06111145;-64,26907000
45,10879517;-61,23053000
45,15647888;-56,12978000
45,20416260;-55,15573000
45,25184631;-57,00192000
45,29953003;-53,80867000
45,34721375;-54,07381000
45,39489746;-61,83744000
45,44258118;-62,80574000
45,49026489;-60,69081000
45,53794861;-76,28268000
45,58563232;-65,05347000
45,63331604;-52,85081000
45,68099976;-52,98908000
45,72868347;-62,16293000
45,77636719;-60,85933000
45,82405090;-61,98615000
45,87173462;-60,57478000
45,91941833;-59,29844000
45,96710205;-55,25841000
46,01478577;-53,38641000
46,06246948;-53,55180000
46,11015320;-57,55171000
46,15783691;-58,36113000
46,20552063;-62,86456000
46,25320435;-68,81075000
46,30088806;-56,20720000
46,34857178;-54,78582000
46,39625549;-57,21733000
46,44393921;-51,22561000
46,49162292;-49,33961000
46,53930664;-53,64918000
46,58699036;-59,75179000
46,63467407;-55,73862000
46,68235779;-54,30212000
46,73004150;-58,01050000
46,77772522;-55,95894000
46,82540894;-50,27039000
46,87309265;-50,94827000
46,92077637;-55,72210000
46,96846008;-57,71669000
47,01614380;-55,87934000
47,06382751;-57,46684000
47,11151123;-55,31664000
47,15919495;-51,01889000
47,20687866;-50,40883000
47,25456238;-50,10625000
47,30224609;-50,63087000
47,34992981;-51,42237000
47,39761353;-53,00613000
47,44529724;-54,04627000
47,49298096;-53,41049000
47,54066467;-56,65547000
47,58834839;-66,48446000
47,63603210;-55,76937000
47,68371582;-59,49684000
47,73139954;-58,76276000
47,77908325;-53,04404000
47,82676697;-51,49328000
47,87445068;-50,42210000
47,92213440;-52,95113000
47,96981812;-64,30840000
48,01750183;-59,33913000
48,06518555;-58,14537000
48,11286926;-54,47160000
48,16055298;-51,85893000
48,20823669;-50,09913000
48,25592041;-49,01456000
48,30360413;-50,67560000
48,35128784;-54,57822000
48,39897156;-58,39437000
48,44665527;-62,82298000
48,49433899;-62,82594000
48,54202271;-67,46225000
48,58970642;-55,89805000
48,63739014;-56,72246000
48,68507385;-65,03177000
48,73275757;-61,51312000
48,78044128;-57,75034000
48,82812500;-64,24535000
48,87580872;-66,92787000
48,92349243;-58,99251000
48,97117615;-61,65531000
49,01885986;-63,46165000
49,06654358;-56,90241000
49,11422729;-54,46896000
49,16191101;-53,08620000
49,20959473;-53,82470000
49,25727844;-59,38603000
49,30496216;-59,16071000
49,35264587;-55,57670000
49,40032959;-57,90907000
49,44801331;-66,97653000
49,49569702;-57,63075000
49,54338074;-53,71069000
49,59106445;-52,93715000
49,63874817;-53,52715000
49,68643188;-54,79055000
49,73411560;-66,64557000
49,78179932;-56,52407000
49,82948303;-55,20432000
49,87716675;-54,60275000
49,92485046;-56,21922000
49,97253418;-67,61739000
50,02021790;-60,67937000
50,06790161;-57,43917000
50,11558533;-59,66888000
50,16326904;-57,86438000
50,21095276;-56,44715000
50,25863647;-53,50417000
50,30632019;-50,48519000
50,35400391;-52,04204000
50,40168762;-54,63986000
50,44937134;-54,54138000
50,49705505;-56,56713000
50,54473877;-61,46902000
50,59242249;-60,39323000
50,64010620;-84,05682000
50,68778992;-60,31092000
50,73547363;-81,11961000
50,78315735;-53,44927000
50,83084106;-49,35930000
