Frequency;Channel A
(kHz);(dBu)

46,06246948;-62,52496000
46,11015320;-66,24506000
46,15783691;-58,56907000
46,20552063;-55,37381000
46,25320435;-56,02455000
46,30088806;-59,96643000
46,34857178;-50,97181000
46,39625549;-50,63894000
46,44393921;-56,54928000
46,49162292;-63,32571000
46,53930664;-55,82377000
46,58699036;-56,14009000
46,63467407;-70,11693000
46,68235779;-55,71567000
46,73004150;-55,50018000
46,77772522;-59,76613000
46,82540894;-57,10174000
46,87309265;-51,48449000
46,92077637;-49,91804000
46,96846008;-50,74749000
47,01614380;-52,81881000
47,06382751;-57,32084000
47,11151123;-56,03431000
47,15919495;-52,05750000
47,20687866;-63,32855000
47,25456238;-55,14312000
47,30224609;-55,22014000
47,34992981;-58,95002000
47,39761353;-57,46181000
47,44529724;-54,53320000
47,49298096;-52,51643000
47,54066467;-52,70921000
47,58834839;-55,57623000
47,63603210;-59,38615000
47,68371582;-57,03489000
47,73139954;-55,67679000
47,77908325;-75,73457000
47,82676697;-54,44363000
47,87445068;-51,71276000
47,92213440;-55,49323000
47,96981812;-67,30391000
48,01750183;-76,24353000
48,06518555;-66,52911000
48,11286926;-59,44351000
48,16055298;-52,58134000
48,20823669;-48,26836000
48,25592041;-48,97558000
48,30360413;-53,37765000
48,35128784;-57,27956000
48,39897156;-67,11754000
48,44665527;-66,18585000
48,49433899;-61,59767000
48,54202271;-54,35253000
48,58970642;-57,40662000
48,63739014;-58,45314000
48,68507385;-57,18545000
48,73275757;-69,08871000
48,78044128;-53,50038000
48,82812500;-50,97002000
48,87580872;-49,69509000
48,92349243;-48,11224000
48,97117615;-48,54400000
49,01885986;-52,59727000
49,06654358;-61,22271000
49,11422729;-61,85195000
49,16191101;-55,72645000
49,20959473;-54,57951000
49,25727844;-55,65005000
49,30496216;-57,43766000
49,35264587;-62,08643000
49,40032959;-68,15265000
49,44801331;-62,83689000
49,49569702;-55,84972000
49,54338074;-54,10166000
49,59106445;-63,89233000
49,63874817;-64,70721000
49,68643188;-74,80743000
49,73411560;-73,15434000
49,78179932;-74,22322000
49,82948303;-59,58271000
49,87716675;-56,92403000
49,92485046;-57,83035000
49,97253418;-64,49164000
50,02021790;-60,05403000
50,06790161;-51,99064000
50,11558533;-50,71359000
50,16326904;-55,53451000
50,21095276;-64,51217000
50,25863647;-59,21390000
50,30632019;-55,56170000
50,35400391;-68,38216000
50,40168762;-56,41892000
50,44937134;-56,83972000
50,49705505;-76,32852000
50,54473877;-65,33443000
50,59242249;-59,08215000
50,64010620;-54,16286000
50,68778992;-55,77429000
50,73547363;-65,28851000
50,78315735;-64,20525000
50,83084106;-57,45164000
